,Epsilon,Operations,Rewards,Buy and hold,Drawdowns,Mean Rewards,Mean Buy and Holds,Mean Drawdowns
88,0.960161,367,-44.478283,30.78906233,0.498714435,-28.6863238,14.80862729,0.39422836
89,0.95968,364,7.37744,-32.10036559,0.279739273,-28.28561531,14.28741625,0.392956259
90,0.959199,382,-34.211602,7.028397286,0.466351698,-28.35073604,14.20764681,0.393762802
91,0.958718,360,0.661222,-24.67703861,0.24986704,-28.03538867,13.78498719,0.392198718
92,0.958399,254,-50.170308,54.67346712,0.501703,-28.27339856,14.22464826,0.393376183
93,0.957953,358,-44.133327,76.47696537,0.507296907,-28.4421212,14.88690696,0.394588106
94,0.957472,366,-32.248632,8.111306921,0.45406058,-28.48218974,14.81558485,0.395214132
95,0.95717,235,-47.707462,21.80429053,0.502865009,-28.68245299,14.88838387,0.396335495
96,0.956751,321,-48.624395,40.6079255,0.50436664,-28.88804002,15.15353378,0.397449218
97,0.95627,372,-6.461101,-21.10853498,0.241678095,-28.6591937,14.78351267,0.395859717
98,0.955789,367,-17.880563,-19.03699604,0.277011714,-28.55031865,14.44189137,0.394659232
99,0.955308,359,-49.323357,81.03737629,0.49482608,-28.75804903,15.10784622,0.395660901
100,0.954827,372,-42.56784,60.47974824,0.480061829,-29.18703601,15.98262925,0.398022698
101,0.954346,375,-24.1125,-8.416402748,0.321663826,-29.54732108,16.20855132,0.398768374
102,0.953865,378,-34.308951,10.06625347,0.480303471,-29.41316725,15.44354208,0.398503434
103,0.953384,373,-30.922771,9.994118199,0.33490151,-29.37979419,15.40014212,0.397926754
104,0.953054,258,-49.178811,30.47500044,0.503051221,-29.86577768,15.96850521,0.40030292
105,0.952573,371,-1.875415,-27.16226396,0.271479746,-29.94021653,16.01439133,0.400337654
106,0.952092,368,-43.207195,33.07861354,0.49458974,-30.36046638,16.57711203,0.402952693
107,0.951611,366,-11.937933,-22.33743873,0.265656851,-30.39881973,16.5824116,0.403198486
108,0.95113,362,-20.062793,-8.770053163,0.302602591,-30.10762928,16.16679349,0.401219524
109,0.950649,370,-45.958481,34.15536523,0.45958491,-30.07411096,16.17257207,0.400865294
110,0.950339,256,-46.63533,24.84196071,0.500039269,-30.06513632,15.9524379,0.400859141
111,0.949858,368,-17.376128,-18.27817217,0.245648749,-29.7658848,14.88172673,0.398274742
112,0.949516,252,-50.701732,81.47388341,0.51064751,-30.19209722,15.91353607,0.401119106
113,0.949035,374,-28.606152,17.85470319,0.320763167,-29.97741906,15.91450573,0.399319342
114,0.948554,361,-37.921322,21.38678854,0.486319488,-30.11876876,16.47577779,0.400685337
115,0.948073,376,-39.641632,29.61234703,0.474393383,-30.16412845,16.54661851,0.401651112
116,0.947592,365,-33.17378,16.59090909,0.35977106,-30.25115152,16.95217821,0.402255017
117,0.947216,284,-48.929537,92.16001763,0.501396458,-30.27686585,17.25339042,0.402373363
118,0.946735,373,-11.263512,-18.40303739,0.245982856,-30.22771148,17.29452083,0.402417811
119,0.946391,273,-50.240284,76.68063405,0.504926748,-30.29027634,17.65824498,0.402650239
120,0.94591,368,-36.37557,22.10747996,0.4657088,-30.17281485,17.70655295,0.402240729
121,0.945429,368,-34.233572,18.30165298,0.444568591,-30.01490828,17.65855394,0.401683992
122,0.945066,273,-47.410226,78.81658649,0.507074823,-30.34027967,18.65200572,0.404330227
123,0.944666,300,-47.796451,85.48699743,0.500002778,-30.36705241,18.67036293,0.40432524
124,0.944185,395,-25.821441,-3.202801493,0.347717928,-30.22203312,18.37436078,0.403096262
125,0.943704,359,-4.801731,-21.6745721,0.256681263,-30.24808454,18.46351508,0.403081064
126,0.94328,336,-46.331364,101.971199,0.500252278,-30.21224477,18.70434554,0.403063227
127,0.942799,365,-24.769721,-6.374425465,0.31358351,-30.12743908,18.62802267,0.402312544
128,0.942318,358,-36.69861,19.61408163,0.4006614,-30.09773295,18.72220246,0.401652397
129,0.941837,365,1.682611,-27.42315312,0.262520798,-29.71415219,18.32776416,0.400143436
130,0.941381,344,-47.324087,55.8959521,0.504939263,-29.73393831,18.55110258,0.400656119
131,0.941027,274,-50.055594,83.33333333,0.505195024,-30.10424468,19.71132081,0.402921194
132,0.940546,364,-43.944079,60.50155508,0.464177388,-30.47396519,20.61102216,0.404723611
133,0.940065,369,-40.698334,32.98648319,0.411249208,-30.45155982,20.69556267,0.404133047
134,0.939703,288,-47.437156,37.1091032,0.503180668,-30.868232,21.38340176,0.406756046
135,0.939222,375,-33.585856,7.841603258,0.462572342,-31.15552422,21.69790999,0.408760319
136,0.938824,300,-45.50149,82.61437454,0.504950642,-31.48879844,22.78026679,0.411106977
137,0.938343,362,-39.566019,18.48075911,0.42182949,-31.5202347,22.83207092,0.411076637
138,0.937957,300,-48.11616,95.19824137,0.505210511,-31.87712905,23.98263377,0.41367811
139,0.937638,227,-50.50937,54.67346712,0.50509375,-31.87875415,24.13107573,0.413677588
140,0.937157,374,-19.145408,-23.36061328,0.245582733,-31.64156498,23.56613486,0.411372722
141,0.936676,362,-32.319269,14.0858813,0.38345303,-32.10309043,24.02138919,0.41273177
142,0.936195,377,-40.27292,28.3438275,0.489985723,-32.37334866,24.56496465,0.414882247
143,0.935714,377,-20.958673,-9.102319016,0.2905229,-32.17511474,23.90976477,0.412811644
144,0.935233,354,0.971244,-31.49639161,0.237908223,-31.85974618,23.66691255,0.411176765
145,0.934804,311,-46.740398,79.23767471,0.502039373,-31.84947998,23.51847353,0.4111124
146,0.934323,369,-43.52124,17.75773733,0.47913631,-31.78010603,22.87267051,0.410857898
147,0.933842,360,5.318666,-26.9894018,0.229779221,-31.45243424,22.65146079,0.409754072
148,0.933482,279,-49.13844,78.00472016,0.504403817,-31.45960258,23.02542874,0.409777954
149,0.933001,356,-15.221013,-19.13092262,0.256107164,-31.59197445,23.14737915,0.409450905
150,0.93252,368,-41.634913,37.06980843,0.474584517,-31.92581654,23.80976263,0.411520373
151,0.932039,374,-38.765061,21.70229338,0.496626885,-31.97641915,23.96587779,0.411874233
152,0.931558,376,-1.637468,-26.33665879,0.222887014,-31.58782781,23.38893361,0.409394061
153,0.931077,368,0.720777,-32.72372303,0.240328775,-31.56975059,23.3561089,0.409125013
154,0.9307,287,-46.466222,87.70110667,0.507750399,-31.53060236,23.84977289,0.409103731
155,0.930219,367,1.141496,-32.10356575,0.254814659,-31.05265815,22.84740542,0.4066479
156,0.929738,373,-40.463619,31.90176408,0.497577562,-30.95736004,22.33826669,0.406622061
157,0.929257,364,-14.132874,-17.44194565,0.265257575,-30.59629668,21.31716225,0.404241065
158,0.928776,373,-12.920006,-19.85804376,0.261906895,-30.87371511,21.42844602,0.404434346
159,0.928295,374,-38.633315,38.22467827,0.469095234,-30.74858062,21.44931711,0.403989184
160,0.927814,385,-38.511621,30.6512612,0.475182405,-31.07690602,21.98560464,0.405928478
161,0.927487,256,-48.228275,30.47500044,0.503509168,-31.1851802,22.1465633,0.406291547
162,0.927059,321,-45.662267,92.6614071,0.50197576,-31.15543492,22.45278941,0.406222256
163,0.926814,196,-47.9432,20.93227438,0.511023397,-31.13641853,22.11048364,0.406325835
164,0.926566,183,-46.718168,21.80429053,0.506066565,-31.46159788,22.55990591,0.408564349
165,0.926085,361,-7.625102,-28.44453657,0.270716034,-31.51167917,22.58330951,0.408493133
166,0.925604,373,-33.401511,15.3540831,0.392812608,-31.36562035,22.40107527,0.407608551
167,0.925226,291,-50.004704,91.29464097,0.50004701,-31.91148535,23.6468504,0.409662702
168,0.924813,321,-42.647063,69.82486329,0.507561136,-31.89403131,24.17797122,0.409913238
169,0.924332,374,-42.623477,28.92470346,0.42957616,-32.36648618,24.78161377,0.411443438
170,0.923851,354,7.103404,-28.57511742,0.241601737,-31.79472751,24.12905508,0.408852209
171,0.923495,277,-47.469831,28.49892233,0.503407447,-31.80147372,23.85508478,0.408773542
172,0.923014,367,4.88695,-31.75627957,0.265200343,-31.32554912,23.35897495,0.406849876
173,0.922533,368,-37.30219,17.92056246,0.416847163,-31.29628237,23.2420571,0.406079689
174,0.922087,341,-45.899662,75.46060094,0.503042102,-31.68585467,24.20774846,0.408744518
175,0.921606,367,-32.837656,20.93227438,0.455232707,-31.92534575,24.63059439,0.410366858
176,0.921125,363,17.247496,-32.76186056,0.242935653,-31.29773024,23.45629552,0.407690353
177,0.920644,357,-40.290684,25.34659405,0.486110655,-31.61913003,23.89144023,0.410313973
178,0.920163,376,3.048293,-33.22625049,0.240288295,-31.07979095,22.75274054,0.407628295
179,0.919682,369,-7.961254,-21.58889433,0.246205154,-31.19184104,22.88265762,0.407543573
180,0.919201,358,-8.259209,-21.30235537,0.255491378,-30.83055736,22.33834779,0.405061429
181,0.918836,284,-45.335734,81.52849441,0.506036251,-30.82002457,22.27029504,0.405411898
182,0.918355,374,-45.80667,55.19076212,0.475926805,-31.32750151,23.1399426,0.407521033
183,0.917874,370,-29.567062,22.07707526,0.33120266,-31.67276491,23.67689053,0.408450099
184,0.917393,358,2.630108,-29.80550936,0.264708349,-31.16155443,22.59878823,0.406090183
185,0.916912,373,-10.089225,-21.6745721,0.258451552,-30.81169976,21.98707113,0.403754012
186,0.916539,275,-43.716596,38.22467827,0.502336296,-30.84499692,21.98277153,0.404279841
187,0.916058,372,-41.098319,26.99984478,0.46287062,-30.83018572,21.95799613,0.403955487
188,0.915687,275,-50.369098,91.27243187,0.503872925,-30.88909387,22.56282982,0.404007072
189,0.915351,257,-50.779034,82.81563703,0.50779037,-31.47065861,23.71198985,0.406287583
190,0.91487,367,-0.536048,-31.03650089,0.267482711,-31.13390307,23.33134087,0.404298893
191,0.914389,369,-4.363148,-24.65492958,0.234891211,-31.18414677,23.33156196,0.404149135
192,0.913908,369,-26.198288,-9.94829983,0.342911766,-30.94442657,22.68534429,0.402561223
193,0.913596,247,-45.821028,25.46193096,0.500123938,-30.96130358,22.17519394,0.402489493
194,0.913115,368,-32.396194,12.02067698,0.378866922,-30.9627792,22.21428764,0.401737556
195,0.912634,352,-1.465795,-26.34608851,0.258270886,-30.50036253,21.73278385,0.399291615
196,0.912153,364,-1.17976,-23.43201664,0.241149789,-30.02591618,21.09238443,0.396659447
197,0.911672,359,-40.221949,12.02067698,0.425571016,-30.36352466,21.42367655,0.398498376
198,0.911191,351,-38.576608,24.39834406,0.459003195,-30.57048511,21.85802995,0.400318291
199,0.91086,268,-50.508444,81.66753574,0.50508459,-30.58233598,21.86433155,0.400420876
200,0.910379,378,5.98347,-31.00860932,0.211849243,-30.09682288,20.94944797,0.39773875
201,0.910005,288,-49.683452,90.77029062,0.503833744,-30.3525324,21.9413149,0.399560449
202,0.909698,229,-50.863703,54.67346712,0.50863705,-30.51807992,22.38738704,0.399843785
203,0.909217,365,-4.612528,-27.16226396,0.260365558,-30.25497749,22.01582322,0.399098425
204,0.908851,272,-45.754733,83.35780549,0.505607065,-30.22073671,22.54465127,0.399123984
205,0.908586,222,-45.835158,21.05120232,0.504137486,-30.66033414,23.02678593,0.401450561
206,0.908105,353,-30.819507,-6.422654855,0.382375603,-30.53645726,22.63177325,0.40032842
207,0.907868,175,-50.020349,4.652914543,0.50020351,-30.91728142,22.90167678,0.402673886
208,0.907387,356,-14.651145,-22.729986,0.283164551,-30.86316494,22.76207745,0.402479506
209,0.906906,369,-2.957268,-28.61128736,0.237994031,-30.43315281,22.13441093,0.400263597
210,0.906425,361,7.753016,-31.96333876,0.248351313,-29.88926935,21.56635793,0.397746718
211,0.905944,362,-9.874183,-24.67900399,0.269239594,-29.8142499,21.50234961,0.397982626
212,0.905463,365,-9.651784,-19.03699604,0.259213168,-29.40375042,20.49724082,0.395468283
213,0.904982,367,-36.967685,28.84291667,0.400954533,-29.48736575,20.60712295,0.396270196
214,0.904501,384,-34.337697,-6.790546656,0.387261656,-29.4515295,20.3253496,0.395279618
215,0.904183,247,-47.888373,30.97439701,0.502528672,-29.53399691,20.3389701,0.395560971
216,0.903872,240,-48.549659,35.02744151,0.501605257,-29.6877557,20.52333543,0.396979313
217,0.903555,252,-50.015352,76.50597972,0.506333333,-29.69861385,20.36679505,0.397028682
218,0.903074,362,1.567017,-29.38772891,0.240638994,-29.57030856,20.25694813,0.396975243
219,0.902736,271,-47.60604,30.78906233,0.500828872,-29.54396612,19.79803242,0.396934264
220,0.902255,361,-36.366739,10.11221833,0.48288844,-29.54387781,19.6780798,0.397106061
221,0.901948,224,-50.071966,37.11816072,0.502162973,-29.70226175,19.86624488,0.397682004
222,0.901467,375,-42.469061,20.89285461,0.485698806,-29.6528501,19.28700756,0.397468244
223,0.900986,368,-20.795943,-10.02600789,0.288358575,-29.38284502,18.3318775,0.395351802
224,0.900652,244,-49.587124,60.50155508,0.501499914,-29.62050185,18.96892107,0.396889622
225,0.900171,362,2.550491,-31.23374366,0.270745434,-29.54697963,18.87332935,0.397030264
226,0.89969,349,2.060929,-30.93226004,0.270952987,-29.0630567,17.54429476,0.394737271
227,0.899209,363,-12.121582,-22.43689431,0.275209708,-28.93657531,17.38367008,0.394353533
228,0.898757,340,-46.806567,71.68465379,0.508071311,-29.03765488,17.9043758,0.395427632
229,0.898346,311,-44.280703,89.40338287,0.508981004,-29.49728802,19.07264116,0.397892234
230,0.897865,351,-35.787456,17.15238607,0.393827445,-29.38192171,18.6852055,0.396781116
231,0.897384,370,-0.115598,-24.34879585,0.226423292,-28.88252175,17.6083842,0.393993399
232,0.896948,325,-49.141715,94.8357179,0.50184332,-28.93449811,17.95172583,0.394370058
233,0.896467,356,-12.024643,-23.63178956,0.274611902,-28.6477612,17.38554311,0.393003685
234,0.895986,365,-40.624656,14.24357004,0.44706224,-28.5796362,17.15688777,0.392442501
235,0.895693,222,-46.915752,29.02402792,0.50949586,-28.71293516,17.36871202,0.392911736
236,0.895212,353,-30.361786,18.48075911,0.36566878,-28.56153812,16.72737587,0.391518917
237,0.894731,358,-43.422,14.16452299,0.45824378,-28.60009793,16.6842135,0.39188306
238,0.894317,325,-45.593233,87.29923988,0.502325002,-28.57486866,16.60522349,0.391854205
239,0.893836,337,-23.866809,-7.839368043,0.316332818,-28.30844305,15.98009514,0.389966596
240,0.893355,350,1.303102,-29.38772891,0.246464647,-28.10395795,15.91982398,0.389975415
241,0.893043,240,-49.142504,33.32233296,0.505204649,-28.2721903,16.1121885,0.391192931
242,0.892562,356,-4.537765,-23.36061328,0.242435275,-27.91483875,15.59514409,0.388717426
243,0.892081,361,-40.158663,22.76231831,0.482688536,-28.10683865,15.91379046,0.390639083
244,0.8916,367,-35.483151,16.15648094,0.38172838,-28.4713826,16.39031919,0.392077284
245,0.891213,300,-50.592304,47.86170722,0.507450861,-28.50990166,16.07655951,0.392131399
246,0.890732,363,3.808227,-31.77399364,0.285441232,-28.03660699,15.5812422,0.390194449
247,0.890251,373,5.47353,-30.81025198,0.265253556,-28.03505835,15.5430337,0.390549192
248,0.889801,350,-48.671003,55.8959521,0.503478351,-28.03038398,15.32194602,0.390539937
249,0.88932,376,-19.794445,-18.26365219,0.27664844,-28.0761183,15.33061873,0.39074535
250,0.888839,363,18.310518,-32.80461958,0.249409962,-27.47666399,14.63187445,0.388493604
251,0.888358,362,-34.645415,7.696525922,0.467368835,-27.43546753,14.49181677,0.388201024
252,0.887877,358,-47.165518,18.48075911,0.48425341,-27.89074803,14.93999095,0.390814688
253,0.887501,269,-44.820503,82.07501173,0.502351411,-28.34616083,16.0879783,0.393434914
254,0.88702,367,1.790141,-24.65492958,0.236197319,-27.8635972,14.96441794,0.390719383
255,0.886539,368,-36.617061,15.89580286,0.47155669,-28.24118277,15.44441162,0.392886804
256,0.886271,200,-51.658887,28.40824678,0.516721473,-28.35313545,15.40947645,0.393078243
257,0.88579,375,-4.242552,-26.34608851,0.245016889,-28.25423223,15.32043502,0.392875836
258,0.885309,363,-14.840369,-23.83004423,0.278778846,-28.27343586,15.28071502,0.393044555
259,0.884828,348,-2.234564,-23.77135021,0.231232966,-27.90944835,14.66075473,0.390665933
260,0.884347,366,1.981934,-31.35389444,0.262153785,-27.5045128,14.04070317,0.388535647
261,0.883866,361,-40.114859,40.6079255,0.458734194,-27.42337864,14.14203243,0.388087897
262,0.883385,365,16.337901,-32.10356575,0.248189193,-26.80337696,12.8943827,0.385550031
263,0.883006,288,-45.241778,74.54068241,0.502786461,-26.77636274,13.43046678,0.385467662
264,0.882525,365,-39.806515,31.35775862,0.445480546,-26.70724621,13.52600146,0.384861802
265,0.882044,373,-15.338427,-24.72159198,0.311319835,-26.78437946,13.5632309,0.38526784
266,0.881674,288,-43.780753,85.71052601,0.501730684,-26.88817188,14.26679533,0.38635702
267,0.881193,365,-5.366814,-31.35389444,0.251505523,-26.44179298,13.04030998,0.383871606
268,0.880712,361,-39.885997,24.6935961,0.45314948,-26.41418232,12.58899731,0.383327489
269,0.88037,261,-50.06304,82.81563703,0.50063035,-26.48857795,13.12790664,0.384038031
270,0.879889,364,-1.793307,-22.63875512,0.245481177,-26.57754506,13.18727027,0.384076825
271,0.879408,352,1.485001,-23.83004423,0.228831842,-26.08799674,12.6639806,0.381331069
272,0.878927,360,-19.377478,-8.416402748,0.289673891,-26.33064102,12.89737937,0.381575805
273,0.878446,354,6.123577,-23.83004423,0.220951408,-25.89638335,12.4798733,0.379616847
274,0.878162,221,-51.264888,28.92574336,0.517270762,-25.95003561,12.01452473,0.379759134
275,0.877681,374,-11.591795,-22.43689431,0.208478929,-25.737577,11.58083304,0.377291596
276,0.877359,249,-50.550291,77.42967775,0.505503,-26.41555487,12.68274842,0.379917269
277,0.876878,417,-41.183258,-32.79172342,0.441229187,-26.42448061,12.10136525,0.379468455
278,0.876397,404,-38.855865,-21.30235537,0.42145338,-26.84352219,12.2206042,0.381280106
279,0.876134,228,-48.482492,28.3438275,0.500835057,-27.24873457,12.71993142,0.383826405
280,0.875653,389,-27.904285,-21.58889433,0.32824671,-27.44518533,12.71706603,0.384553958
281,0.875172,379,-23.10685,-26.34608851,0.292471062,-27.22289649,11.6383202,0.382418306
282,0.874691,380,-27.62686,-23.83004423,0.309750709,-27.04109839,10.84811213,0.380756545
283,0.87421,387,-38.390033,-22.18295218,0.448392453,-27.1293281,10.40551186,0.381928443
284,0.873903,263,-46.649014,95.40637424,0.500826372,-27.62211932,11.6576307,0.384289623
285,0.873422,397,-7.543847,-24.98678732,0.201020053,-27.59666554,11.62450854,0.383715308
286,0.87316,218,-50.01461,88.33376913,0.50014603,-27.65964568,12.12559945,0.383693406
287,0.872874,242,-50.083982,78.77232272,0.50083998,-27.74950231,12.64332423,0.384073099
288,0.872393,378,-8.575529,-26.36130898,0.312407615,-27.33156662,11.46698682,0.382158446
289,0.871912,373,-27.000163,-8.323201353,0.324826407,-27.09377791,10.55559844,0.380328807
290,0.871431,386,-18.537161,-25.78127612,0.30632272,-27.27378904,10.60815069,0.380717207
291,0.871145,238,-47.664389,56.41766888,0.503374564,-27.70680145,11.41887667,0.38340204
292,0.870879,220,-50.387894,53.07802041,0.50387896,-27.94869751,12.04913987,0.385011712
293,0.870398,351,-34.671439,7.028397286,0.437245565,-27.83720162,11.86480454,0.384382928
294,0.870091,254,-47.978106,37.1091032,0.502120481,-27.99302074,12.1156888,0.385615464
295,0.869676,333,-43.99076,76.47696537,0.503612836,-28.41827039,13.14391934,0.388068883
296,0.869195,374,-37.63987,34.20997232,0.452088791,-28.78287149,13.72033923,0.390178273
297,0.868714,373,-22.374655,-27.97485494,0.357511086,-28.60439855,13.32038391,0.389497674
298,0.868415,258,-48.310468,92.59456,0.501847585,-28.70173715,14.00234607,0.389926118
299,0.867934,383,-36.597533,23.91544708,0.43120595,-28.56262804,13.42482518,0.389187332
300,0.867703,175,-46.751982,21.80429053,0.500737469,-29.08998256,13.95295418,0.392076214
301,0.867222,370,-30.450009,-22.18295218,0.341219107,-28.89764813,12.82342175,0.390450068
